$GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -release  JUN 22, 2021 11:17:23

*RUN   1        : [1] INOS (INOS0001.WTH)   CSCER047 UAVA1901    1
 MODEL          : CSCER047 - Wheat
 EXPERIMENT     : UAVA1901 WH TRIGO PANDORA ROTACION
 DATA PATH      : C:\DSSAT47\SensWork\
 TREATMENT  1   : [1] INOS (INOS0001.WTH)   CSCER047
  
@YEAR DOY   DAS   DAP TMEAN TKILL  GSTD  L#SD PARID PARUD  AWAD  LAID  SAID  CAID  TWAD SDWAD  RWAD  CWAD  LWAD  SWAD  HWAD  HIAD CHWAD  EWAD RSWAD SNWPD SNWLD SNWSD  RS%D  H#AD  HWUD  T#AD  SLAD  RDPD  PTFD  SWXD WAVRD WUPRD  WFTD  WFPD  WFGD  NFTD  NFPD  NFGD NUPRD  TFPD  TFGD VRNFD DYLFD
 2006 310    97    82   8.8  -6.0 40.58  8.53  0.99  2.80 368.3  5.62 1.087  6.71  8528    28  1023  7477  2451  5018     0  0.00     0     0  2873     8 103.0 12.36  38.5     0     0  2575   229  0.78  0.85 152.9  35.4  6.74  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.12  0.00  0.00
 2006 311    98    83  12.6  -6.0 41.31  8.53  0.99  2.80 398.8  5.56 1.141  6.70  8902    28  1057  7817  2437  5360     0  0.00     0     0  2987    20 103.0 13.01  38.3     0     0  2536   228  0.80  0.85 149.2  29.2  5.88  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 312    99    84  13.4  -6.0 42.09  8.53  0.99  2.80 412.5  5.50 1.197  6.69  9290    28  1092  8170  2423  5714     0  0.00     0     0  3106    33 103.0 13.71  38.2     0     0  2495   227  0.81  0.86 145.3  26.7  5.71  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 313   100    85  13.5  -6.0 42.88  8.53  0.99  2.80 381.8  5.44 1.249  6.68  9650    28  1123  8499  2409  6044     0  0.00     0     0  3217    46 103.0 14.45  38.1     0     0  2456   226  0.82  0.86 141.7  28.0  6.33  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 314   101    86  18.0  -6.0 43.92  8.53  0.99  2.80 324.7  5.35 1.290  6.64  9956    28  1149  8779  2388  6328     0  0.00     0     0  3319    63 103.0 15.46  38.1     0     0  2405   224  0.83  0.86 138.9  29.1  6.91  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 315   102    87  13.6  -6.0 44.72  8.53  0.99  2.80 208.0  5.29 1.315  6.61 10153    28  1164  8960  2376  6508     0  0.00     0     0  3386    77 103.0 16.25  38.1     0     0  2368   223  0.84  0.87 139.7  51.8 12.52  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 316   103    88  14.0  -6.0 45.53  8.53  0.99  2.80 332.6  5.23 1.360  6.59 10468    28  1188  9251  2361  6800     0  0.00     0     0  3487    90 103.0 17.06  38.1     0     0  2331   222  0.85  0.87 144.2  33.2  7.89  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 317   104    89  12.5  -6.0 46.26  8.53  0.99  2.80 217.4  5.17 1.388  6.56 10674    28  1204  9442  2348  6991     0  0.00     0     0  3556   102 103.0 17.80  38.1     0     0  2299   220  0.87  0.88 148.7  53.6 12.60  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 318   105    90  11.6  -6.0 46.93  8.53  0.99  2.80 120.4  5.12 1.401  6.52 10788    28  1211  9548  2336  7098     0  0.00     0     0  3599   113 103.0 18.50  38.2     0     0  2270   219  0.87  0.88 161.3  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 319   106    91   9.6  -6.0 47.49  8.53  0.99  2.80 275.3  5.08 1.439  6.52 11050    28  1230  9791  2326  7342     0  0.00     0     0  3682   123 103.0 19.08  38.1     0     0  2246   218  0.88  0.88 159.6  49.4 11.01  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.04  0.00  0.00
 2006 320   107    92   7.9  -6.0 47.95  8.53  0.99  2.80 391.3  5.05 1.496  6.54 11423    28  1256 10139  2318  7690     0  0.00     0     0  3793   131 103.0 19.57  37.9     0     0  2227   218  0.89  0.89 156.0  35.0  8.07  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.21  0.00  0.00
 2006 321   108    93  12.0  -6.0 48.65  8.53  0.99  2.80 431.3  4.99 1.558  6.55 11834    28  1284 10522  2303  8077     0  0.00     0     0  3920   142 103.0 20.32  37.8     0     0  2199   217  0.90  0.89 151.7  27.7  6.64  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 322   109    94   9.8  -6.0 49.22  8.53  0.99  2.80 408.9  4.95 1.618  6.57 12225    28  1309 10887  2293  8276     0  0.00   166   166  4040   152 103.0 20.95  37.6     0     0  2176   216  0.91  0.89 147.2  30.1  7.31  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.02  0.00  0.00
 2006 323   110    95  12.7  -6.0 49.96  8.53  0.98  2.80 411.4  4.90 1.676  6.57 12619    28  1334 11256  2278  8326     0  0.00   488   334  4163   165 103.0 21.78  37.5     0     0  2148   215  0.92  0.90 142.2  26.6  6.67  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 324   111    96  11.3  -6.0 52.11  8.53  0.98  2.80 247.0  4.85 1.710  6.56 12855    28  1348 11478  2265  8298     0  0.00   739   435  4241   176 103.0 22.54  37.5     0     0  2124   214  0.93  0.90 139.5  45.9 11.74  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 325   112    97  12.0  -6.0 54.51  8.53  0.98  2.80 250.9  4.81 1.742  6.55 13096    28  1361 11707  2256  8338     0  0.00   928   539  4318   184 103.0 23.35  37.5     0     0  2099   213  0.94  0.91 136.7  43.4 11.36  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 326   113    98  11.3  -6.0 56.77  8.53  0.98  2.80 235.6  4.77 1.772  6.54 13323    28  1371 11923  2248  8371     0  0.00  1111   638  4391   193 103.0 24.11  37.4     0     0  2076   212  0.95  0.92 136.0  46.3 12.22  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 327   114    99  13.4  -6.0 59.45  8.53  0.98  2.80 275.4  4.73 1.808  6.53 13590    28  1382 12180  2237  8436     0  0.00  1304   754  4478   203 103.0 25.03  37.4     0     0  2050   211  0.96  0.93 133.2  37.7  9.96  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 328   115   100  12.7  -6.0 64.95  8.53  0.98  2.80 421.1  4.54 1.870  6.41 14001    28  1396 12577  2159  8585     0  0.00  1577   935  4650   256 103.0 25.91  37.7     0     0  2025   210  0.97  0.94 128.2  24.0  6.43  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 329   116   101  12.2  -6.0 70.16  8.53  0.98  2.80 441.7  4.36 1.936  6.30 14433    28  1407 12998  2084  8697     0  0.00  1911  1126  4827   306 103.0 26.76  38.0     0     0  2002   209  0.98  0.95 122.9  22.2  6.03  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 330   117   102  14.6  -6.0 71.28  8.53  0.97  2.80 436.1  4.19 2.000  6.19 14862    28  1415 13419  2012  8797     5  0.00  2249  1323  4997   355 103.0 27.79  38.3 31729 .0000  1976   208  0.99  0.96 117.4  20.3  5.61  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 331   118   103  12.7  -6.0 72.26  8.53  0.97  2.80 422.1  3.99 2.064  6.05 15280    28  1420 13832  1925  8877    38  0.00  2578  1544  5146   413 103.0 28.68  38.5 31729 .0001  1954   207  1.00  0.98 112.3  20.9  5.86  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 332   119   104  14.5  -6.0 73.38  8.53  0.96  2.80 364.3  3.81 2.055  5.87 15640    28  1423 14189  1848  8942   113  0.01  2821  1619  5479   464 103.0 29.72  40.3 31729 .0004  1929   206  1.01  0.98 107.8  22.5  6.41  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 333   120   105  14.5  -6.0 74.50  8.53  0.95  2.80 329.9  3.61 2.047  5.66 15967    28  1426 14512  1760  9109   225  0.02  2895  1730  5750   523 103.0 30.75  41.8 31729 .0007  1905   205  1.02  0.98 103.7  23.7  6.89  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 334   121   106  11.8  -6.0 75.40  8.53  0.95  2.80 276.6  3.41 2.039  5.45 16240    28  1429 14783  1672  9248   323  0.02  2959  1829  5981   582 103.0 31.59  43.1 31729 .0010  1886   204  1.03  0.98 100.6  29.4  8.67  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 335   122   107  12.9  -6.0 76.40  8.53  0.94  2.80 290.1  3.25 2.032  5.28 16527    28  1431 15067  1599  9363   465  0.03  3012  1971  6171   629 103.0 32.52  44.2 31729 .0015  1866   203  1.04  0.98 111.6  30.7  8.10  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 336   123   108  10.4  -6.0 77.20  8.53  0.93  2.80 428.1  3.08 2.026  5.10 16951    28  1436 15487  1519  9602   575  0.04  3110  2080  6533   682 103.0 33.26  45.9 31729 .0018  1850   203  1.05  0.98 106.2  20.7  5.67  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 337   124   109  11.2  -6.0 78.07  8.53  0.92  2.80 381.9  2.93 2.019  4.95 17329    28  1439 15861  1454  9783   717  0.05  3184  2222  6808   724 103.0 34.07  47.2 31729 .0023  1834   202  1.06  0.98 101.4  21.7  6.18  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 338   125   110  12.9  -6.0 79.06  8.53  0.91  2.80 410.2  2.78 2.012  4.79 17735    28  1443 16263  1383  9933   927  0.06  3249  2433  7045   770 103.0 35.00  48.4 31729 .0029  1815   201  1.07  0.98  95.9  18.4  5.48  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 339   126   111  14.2  -6.0 80.03  8.53  0.89  2.80 394.9  2.61 2.004  4.61 18126    28  1447 16650  1302 10019  1214  0.07  3293  2720  7198   822 103.0 36.02  49.3 31729 .0038  1795   200  1.08  0.98  90.5  17.6  4.83  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 340   127   112  14.0  -6.0 80.25  8.53  0.87  2.80 403.3  2.43 1.996  4.43 18525    28  1451 17045  1220 10088  1530  0.09  3332  3036  7329   875 103.0 37.03  50.1 31729 .0048  1776   199  1.10  0.98  84.9  16.3  2.79  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 341   128   113  12.5  -6.0 80.45  8.53  0.87  2.80 238.7  2.37 1.989  4.36 18760    28  1453 17279  1194 10077  1783  0.10  3332  3289  7329   893 103.0 37.94  50.2 31729 .0056  1760   198  1.11  0.98  83.6  28.2  4.08  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 342   129   114  15.8  -6.0 80.70  8.53  0.86  2.80 383.7  2.31 1.981  4.29 19140    28  1456 17655  1170 10061  2184  0.12  3331  3690  7320   909 103.0 39.08  50.3 31729 .0069  1740   198  1.12  0.98  78.0  15.4  2.26  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 343   130   115  12.7  -6.0 80.90  8.53  0.85  2.80 179.5  2.24 1.974  4.22 19317    28  1458 17831  1140 10001  2444  0.14  3315  3950  7256   930 103.0 40.01  50.2 31729 .0077  1724   197  1.13  0.98  75.8  34.0  4.79  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 344   131   116  16.5  -6.0 81.17  8.53  0.84  2.80 274.4  2.18 1.965  4.15 19588    28  1460 18100  1115  9887  2872  0.16  3279  4378  7114   947 103.0 41.22  49.8 31729 .0091  1704   196  1.14  0.98  71.8  19.4  1.53  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 345   132   117  17.0  -6.0 81.44  8.53  0.83  2.80 144.3  2.11 1.957  4.07 19730    28  1460 18241  1083  9670  3312  0.18  3209  4818  6837   968 103.0 42.46  49.0 31729 .0104  1684   195  1.16  0.98  70.9  36.6  1.99  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 346   133   118  16.8  -6.0 81.70  8.53  0.82  2.35 258.2  2.03 1.948  3.98 19985    28  1462 18494  1050  9539  3746  0.20  3169  5252  6678   991 103.0 43.68  48.5 31729 .0118  1665   194  1.17  0.98  67.2  16.1  0.84  0.33  0.16  0.36  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 347   134   119  14.9  -6.0 81.94  8.53  0.81  2.80 187.9  1.96 1.941  3.90 20170    28  1463 18679  1016  9414  4105  0.22  3130  5611  6526  1013 103.0 44.77  48.1 31729 .0129  1648   193  1.19  0.98  65.3  27.3  1.13  0.00  0.00  0.13  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 348   135   120  16.1  -6.0 82.19  8.53  0.80  2.80 130.7  1.89 1.933  3.83 20299    28  1464 18807   987  9204  4521  0.24  3062  6027  6257  1033 103.0 45.95  47.2 31729 .0142  1630   192  1.20  0.98  64.1  37.3  1.35  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 349   136   121  16.8  -6.0 82.46  8.53  0.79  2.80  79.6  1.82 1.924  3.75 20376    28  1463 18885   954  8945  4955  0.26  2976  6461  5922  1054 103.0 47.18  46.0 31729 .0156  1612   191  1.22  0.98  87.4  83.1  1.99  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 350   137   122  14.1  -6.0 82.68  8.53  0.77  2.80 313.4  1.75 1.918  3.67 20686    28  1466 19192   920  8939  5277  0.27  2980  6782  5930  1076 103.0 48.21  46.2 31729 .0166  1597   190  1.23  0.98  85.9  21.8  2.98  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 351   138   123  15.0  -6.0 82.92  8.53  0.76  2.80 130.1  1.69 1.911  3.60 20814    28  1466 19319   891  8768  5640  0.29  2925  7146  5713  1095 103.0 49.31  45.4 31729 .0178  1582   189  1.24  0.98 101.5  61.0 11.35  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 352   139   124  14.2  -6.0 83.15  8.53  0.75  2.80 123.8  1.62 1.904  3.52 20936    28  1467 19441   860  8619  5968  0.31  2878  7474  5526  1115 103.0 50.36  44.7 31729 .0188  1567   188  1.25  0.98 103.8  66.7 12.61  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 353   140   125  12.9  -6.0 83.35  8.53  0.73  2.80 285.1  1.56 1.898  3.46 21218    28  1469 19720   831  8632  6235  0.32  2888  7741  5558  1134 103.0 51.30  45.0 31729 .0197  1554   188  1.26  0.98 100.6  29.0  5.65  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 354   141   126  10.1  -6.0 83.51  8.53  0.72  2.80  62.8  1.50 1.894  3.40 21279    28  1469 19782   804  8560  6400  0.32  2867  7906  5472  1151 103.0 52.04  44.7 31729 .0202  1544   187  1.27  0.98 103.2  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 355   142   127  14.1  -6.0 83.74  8.53  0.71  2.80 147.6  1.46 1.887  3.35 21425    28  1470 19926   783  8432  6721  0.34  2826  8227  5309  1165 103.0 53.08  44.1 31729 .0212  1531   186  1.28  0.98 101.5  54.8 10.54  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 356   143   128  16.2  -6.0 84.00  8.53  0.69  2.80  29.9  1.40 1.880  3.28 21453    28  1469 19956   753  8147  7141  0.36  2731  8647  4937  1183 103.0 54.27  42.4 31729 .0225  1515   186  1.30  0.98 109.4  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 357   144   129  16.0  -6.0 84.25  8.53  0.68  2.80 250.3  1.33 1.873  3.20 21700    28  1471 20201   718  8027  7555  0.37  2695  9061  4790  1205 103.0 55.45  41.9 31729 .0238  1500   185  1.31  0.98 105.7  32.3  5.94  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 358   145   130  14.0  -6.0 84.47  8.53  0.66  2.80 282.4  1.26 1.867  3.12 21979    28  1473 20478   684  8003  7872  0.38  2692  9378  4772  1227 103.0 56.48  41.9 31729 .0248  1488   184  1.32  0.98 100.6  28.4  5.47  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 359   146   131  14.0  -6.0 84.69  8.53  0.64  2.80 173.9  1.20 1.862  3.06 22151    28  1475 20648   653  7899  8188  0.40  2661  9694  4644  1246 103.0 57.51  41.4 31729 .0258  1475   183  1.34  0.98 106.6  48.7  8.86  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 360   147   132  15.9  -6.0 84.95  8.53  0.62  2.80 175.4  1.14 1.855  2.99 22324    28  1475 20820   623  7727  8600  0.41  2606 10105  4424  1265 103.0 58.68  40.4 31729 .0271  1461   182  1.35  0.98 116.1  50.8  8.47  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 361   148   133  13.0  -6.0 85.15  8.53  0.60  2.80 258.7  1.07 1.850  2.92 22579    28  1478 21073   588  7718  8873  0.42  2609 10378  4426  1286 103.0 59.64  40.6 31729 .0280  1450   182  1.36  0.98 111.9  35.2  6.07  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 362   149   134  13.2  -6.0 85.36  8.53  0.58  2.80  51.8  1.01 1.844  2.86 22630    28  1477 21124   559  7551  9154  0.43  2555 10660  4213  1304 103.0 60.62  39.5 31729 .0289  1439   181  1.37  0.98 111.4  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 363   150   135  19.2  -6.0 85.67  8.53  0.56  2.80 154.5  0.95 1.837  2.79 22782    28  1478 21276   530  7301  9651  0.45  2472 11156  3886  1322 103.0 62.04  37.7 31729 .0304  1423   180  1.39  0.98 108.1  50.1  8.92  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2006 364   151   136  20.4  -6.0 85.99  8.53  0.52  2.80 176.9  0.87 1.829  2.70 22956    28  1478 21449   487  7046 10178  0.47  2390 11684  3558  1348 103.0 63.54  35.9 31729 .0321  1407   179  1.40  0.98 104.0  40.8  7.54  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.03  0.00  0.00
 2006 365   152   137  18.6  -6.0 86.29  8.53  0.49  2.80 113.8  0.79 1.822  2.61 23067    28  1478 21560   441  6780 10659  0.49  2305 12165  3217  1376 103.0 64.92  33.8 31729 .0336  1392   178  1.42  0.98 103.5  65.4 12.13  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2007   1   153   138  16.1  -6.0 86.54  8.53  0.45  2.80 197.4  0.71 1.816  2.52 23262    28  1479 21754   399  6622 11075  0.51  2257 12581  3019  1401 103.0 66.11  32.5 31729 .0349  1379   177  1.43  0.98  99.5  39.3  7.57  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2007   2   154   139  12.2  -6.0 86.74  8.53  0.42  2.80 198.1  0.64 1.811  2.45 23457    28  1481 21948   362  6593 11318  0.52  2253 12823  2993  1423 103.0 67.01  32.5 31729 .0357  1370   177  1.44  0.98  95.8  40.1  8.03  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2007   3   155   140  13.3  -6.0 86.95  8.53  0.39  2.80 167.4  0.59 1.806  2.39 23622    28  1482 22112   334  6507 11603  0.52  2228 13109  2888  1440 103.0 68.00  31.8 31729 .0366  1360   176  1.45  0.98  92.7  45.1  9.33  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2007   4   156   141  14.8  -6.0 87.18  8.53  0.36  2.80  96.3  0.53 1.801  2.33 23717    28  1482 22206   303  6321 11957  0.54  2167 13463  2647  1458 103.0 69.10  30.1 31729 .0377  1349   175  1.46  0.98  90.8  74.2 15.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2007   5   157   142  16.5  -6.0 87.44  8.53  0.33  2.80 161.8  0.47 1.795  2.26 23876    28  1483 22365   268  6129 12383  0.55  2106 13888  2400  1479 103.0 70.31  28.2 31729 .0390  1338   175  1.48  0.98  88.2  41.7  7.18  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2007   6   158   143  16.2  -6.0 87.70  8.53  0.29  2.80 150.9  0.40 1.790  2.19 24025    28  1483 22513   229  5936 12801  0.57  2045 14307  2152  1501 103.0 71.52  26.2 31729 .0403  1326   174  1.49  0.98  85.9  43.3  6.73  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2007   7   159   144  17.0  -6.0 87.97  8.53  0.24  2.80  54.8  0.33 1.784  2.11 24078    28  1483 22566   191  5658 13240  0.59  1954 14745  1790  1524 103.0 72.77  22.9 31729 .0417  1314   173  1.51  0.98  85.7  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2007   8   160   145  16.5  -6.0 88.23  8.53  0.20  2.80  66.2  0.26 1.778  2.04 24142    28  1482 22631   151  5398 13666  0.60  1870 15172  1452  1547 103.0 74.00  19.6 31729 .0431  1303   172  1.52  0.98  86.1  99.7 15.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2007   9   161   146  16.5  -6.0 88.49  8.53  0.15  2.80  52.4  0.19 1.767  1.96 24193    28  1482 22683   111  5102 14092  0.62  1783 15597  1101  1596 103.0 75.21  15.7 31729 .0444  1292   171  1.53  0.98  86.8  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2007  10   162   147  14.9  -6.0 88.73  8.53  0.10  2.80  55.2  0.12 1.756  1.88 24246    28  1481 22737    71  4860 14450  0.64  1714 15956   819  1641 103.0 76.32  12.3 31729 .0455  1282   170  1.54  0.98  87.3  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00

*DSSAT Cropping System Model Ver. 4.7.5.007 -release  JUN 22, 2021 11:17:28

*RUN   8        : [1] INOS (INOS0701.WTH)   CSCER047 UAVA1901    8
 MODEL          : CSCER047 - Wheat
 EXPERIMENT     : UAVA1901 WH TRIGO PANDORA ROTACION
 DATA PATH      : C:\DSSAT47\SensWork\
 TREATMENT  8   : [1] INOS (INOS0701.WTH)   CSCER047
  
@YEAR DOY   DAS   DAP TMEAN TKILL  GSTD  L#SD PARID PARUD  AWAD  LAID  SAID  CAID  TWAD SDWAD  RWAD  CWAD  LWAD  SWAD  HWAD  HIAD CHWAD  EWAD RSWAD SNWPD SNWLD SNWSD  RS%D  H#AD  HWUD  T#AD  SLAD  RDPD  PTFD  SWXD WAVRD WUPRD  WFTD  WFPD  WFGD  NFTD  NFPD  NFGD NUPRD  TFPD  TFGD VRNFD DYLFD
 2007 228    15     0   4.2  -6.0  0.00  0.00  0.00  0.00   0.0  0.00 0.000  0.00   142   142     0     0     0     0     0  0.00     0     0     0     0     0     0   0.0     0     0   500   -99  0.02  0.98   7.2  99.9  1.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.57  0.50  0.00
 2007 229    16     1   6.3  -6.0  2.65  0.00  0.00  0.00   0.0  0.00 0.000  0.00   142   142     0     0     0     0     0  0.00     0     0     0     0     0     0   0.0     0     0   500   -99  0.02  0.98   7.2  99.9  1.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.37  0.50  0.00
 2007 230    17     2   5.4  -6.0  4.88  0.00  0.00  0.00   0.0  0.00 0.000  0.00   142   142     0     0     0     0     0  0.00     0     0     0     0     0     0   0.0     0     0   500   -99  0.02  0.98   7.2  99.9  1.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.46  0.50  0.00
 2007 231    18     3   5.4  -6.0  6.31  0.00  0.00  0.00   0.0  0.00 0.000  0.00   142   142     0     0     0     0     0  0.00     0     0     0     0     0     0   0.0     0     0   500   -99  0.02  0.98   6.6  99.9  1.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.46  0.50  0.00
 2007 232    19     4   3.8  -6.4  7.19  0.00  0.00  0.00   0.0  0.00 0.000  0.00   142   142     0     0     0     0     0  0.00     0     0     0     0     0     0   0.0     0     0   500   -99  0.03  0.98  10.1  99.9  1.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.62  0.40  0.00
 2007 233    20     5   7.2  -6.5  9.12  0.00  0.00  0.00   0.0  0.00 0.000  0.00   142   141     1     0     0     0     0  0.00     0     0     0     0     0 .0001   0.0     0     0   500   -99  0.04  0.98  13.5  99.9  1.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.28  0.30  0.00
 2007 234    21     6   5.6  -6.8 10.00  0.00  0.00  0.00   0.0  0.00 0.000  0.00   142   141     1     0     0     0     0  0.00     0     0     0     0     0 .0003   0.0     0     0   500   -99  0.04  0.98  17.6  99.9  1.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.44  0.20  0.00
 2007 235    22     7   7.1  -7.0 10.14  0.14  0.01  0.00   0.0  0.02 0.002  0.02   142   133     2     8     5     3     0  0.00     0     0     0     0     0 .0008   0.0     0     0   500   300  0.06  0.75  20.4  99.9  1.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.29  0.10  0.38
 2007 236    23     8   4.2  -7.4 10.23  0.23  0.02  2.36   1.5  0.02 0.002  0.02   143   130     2    12     7     5     0  0.00     0     0     1     0     0 .0012   9.7     0     0   500   298  0.06  0.75  22.6  99.9  3.03  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.16  0.58  0.00  0.37
 2007 237    24     9   5.4  -7.8 10.34  0.34  0.03  2.81   2.1  0.03 0.003  0.03   145   125     3    18    10     8     0  0.00     0     0     3     0     0 .0018  15.3     0     0   500   298  0.07  0.75  27.0  99.9  2.86  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.46  0.00  0.37
